ID X Y Cerámica Lítico Oseo
67,115 995380.508 987096.5373 12 0 0
67,125 995372.5007 987102.5276 13 0 0
67,135 995364.4935 987108.5179 11 0 0
67,145 995356.4862 987114.5083 15 0 0
67,155 995348.479 987120.4986 24 0 0
67,165 995340.4717 987126.4889 29 0 1
67,175 995332.4645 987132.4793 3 0 0
67,185 995324.4573 987138.4696 0 0 0
67,195 995316.45 987144.4599 4 0 0
67,205 995308.4428 987150.4502 7 0 0
67,215 995300.4355 987156.4406 11 0 0
68,5 995293.1611 987150.9347 5 0 0
68,15 995287.0736 987143.001 4 0 0
68,25 995280.9861 987135.0674 11 0 0
68,35 995274.8986 987127.1338 7 0 0
68,45 995268.8111 987119.2002 4 0 0
68,55 995262.7236 987111.2665 13 0 0
68,65 995256.6361 987103.3329 5 0 0
68,75 995250.5486 987095.3993 9 0 0
68,85 995244.4612 987087.4657 2 0 0
68,95 995238.3737 987079.532 3 0 0
68,105 995232.2862 987071.5984 3 0 0
68,115 995226.1987 987063.6648 9 0 0
68,125 995220.1112 987055.7312 5 0 0
68,135 995214.0237 987047.7975 15 1 1
68,145 995207.9362 987039.8639 1 0 0
68,155 995201.8487 987031.9303 0 0 0
68,165 995195.7612 987023.9967 5 0 0
68,175 995189.6737 987016.063 2 0 0
68,185 995183.5862 987008.1294 24 0 0
68,195 995177.4987 987000.1958 7 0 0
68,205 995171.4112 986992.2622 0 0 0
68,2015 995166.7 986985.55 29 0 0
