WKT,id
MULTIPOLYGON (((95221.5622648207 86920.0907675222,95184.2837888815 86950.8648201786,95187.8154874607 86955.1638374418,95190.1326882551 86953.2734894253,95192.9275576344 86956.8712485536,95207.2372888564 86945.6511183908,95204.5237247681 86942.1549908763,95225.3378792728 86924.7963112406,95221.5622648207 86920.0907675222))),
